Date,Open,High,Low,Close,Adj Close,Volume
2005-07-12,0.828640,0.829390,0.816130,0.817660,0.817660,0
2005-07-13,0.817530,0.828290,0.817330,0.827810,0.827810,0
2005-07-14,0.828020,0.829120,0.824670,0.826860,0.826860,0
2005-07-15,0.826860,0.831390,0.823860,0.830150,0.830150,0
2005-07-18,0.830700,0.830910,0.827270,0.829460,0.829460,0
2005-07-19,0.829600,0.836190,0.828840,0.831260,0.831260,0
2005-07-20,0.831320,0.832850,0.821290,0.822500,0.822500,0
2005-07-21,0.822500,0.825700,0.817860,0.822300,0.822300,0
2005-07-22,0.822300,0.829320,0.820340,0.829120,0.829120,0
2005-07-25,0.829810,0.831050,0.827270,0.828840,0.828840,0
2005-07-26,0.829050,0.834450,0.829050,0.832150,0.832150,0
2005-07-27,0.832090,0.835000,0.827400,0.828710,0.828710,0
2005-07-28,0.828640,0.830430,0.823050,0.824270,0.824270,0
2005-07-29,0.824330,0.827750,0.822100,0.824810,0.824810,0
2005-08-01,0.824880,0.824950,0.816660,0.820750,0.820750,0
2005-08-02,0.820750,0.820750,0.816660,0.820080,0.820080,0
2005-08-03,0.820280,0.822640,0.810040,0.810700,0.810700,0
2005-08-04,0.810640,0.812680,0.806840,0.807430,0.807430,0
2005-08-05,0.807430,0.811890,0.806710,0.808670,0.808670,0
2005-08-08,0.810570,0.811690,0.807100,0.809650,0.809650,0
2005-08-09,0.809520,0.810700,0.805610,0.807880,0.807880,0
2005-08-10,0.807950,0.809980,0.805020,0.807360,0.807360,0
2005-08-11,0.807300,0.807690,0.801470,0.801730,0.801730,0
2005-08-12,0.801860,0.807100,0.801030,0.803540,0.803540,0
2005-08-15,0.802950,0.809650,0.802700,0.808340,0.808340,0
2005-08-16,0.808410,0.812610,0.808150,0.809720,0.809720,0
2005-08-17,0.809720,0.815390,0.808470,0.814460,0.814460,0
2005-08-18,0.814460,0.822100,0.813270,0.820750,0.820750,0
2005-08-19,0.820820,0.824200,0.819940,0.822710,0.822710,0
2005-08-22,0.821760,0.822370,0.816930,0.817390,0.817390,0
2005-08-23,0.817530,0.820010,0.816060,0.817330,0.817330,0
2005-08-24,0.817390,0.822030,0.814270,0.814730,0.814730,0
2005-08-25,0.814800,0.815660,0.811420,0.812880,0.812880,0
2005-08-26,0.812810,0.814530,0.810370,0.813400,0.813400,0
2005-08-29,0.812610,0.818330,0.809980,0.817330,0.817330,0
2005-08-30,0.817260,0.821290,0.816990,0.818460,0.818460,0
2005-08-31,0.818600,0.820140,0.809390,0.810310,0.810310,0
2005-09-01,0.810500,0.811100,0.799420,0.800640,0.800640,0
2005-09-02,0.800640,0.801860,0.794410,0.797890,0.797890,0
2005-09-05,0.797510,0.798980,0.794530,0.798280,0.798280,0
2005-09-06,0.798280,0.803340,0.798280,0.802700,0.802700,0
2005-09-07,0.802700,0.805740,0.797770,0.805410,0.805410,0
2005-09-08,0.805410,0.807360,0.803210,0.806840,0.806840,0
2005-09-09,0.806780,0.807620,0.803410,0.805740,0.805740,0
2005-09-12,0.806320,0.814600,0.805540,0.813600,0.813600,0
2005-09-13,0.813670,0.815930,0.812020,0.814330,0.814330,0
2005-09-14,0.814530,0.815130,0.811230,0.814400,0.814400,0
2005-09-15,0.814460,0.819540,0.813930,0.817260,0.817260,0
2005-09-16,0.817260,0.819270,0.812610,0.817060,0.817060,0
2005-09-19,0.822770,0.826170,0.821290,0.823790,0.823790,0
2005-09-20,0.823790,0.825420,0.820610,0.825150,0.825150,0
2005-09-21,null,null,null,null,null,null
2005-09-22,0.821900,0.823930,0.815060,0.822770,0.822770,0
2005-09-23,0.822710,0.830560,0.822230,0.830500,0.830500,0
2005-09-26,0.831530,0.832220,0.827810,0.828290,0.828290,0
2005-09-27,0.828230,0.834310,0.827880,0.832020,0.832020,0
2005-09-28,0.832090,0.833540,0.828640,0.829050,0.829050,0
2005-09-29,0.829050,0.832430,0.828160,0.831880,0.831880,0
2005-09-30,0.831950,0.832990,0.828020,0.831390,0.831390,0
2005-10-03,0.831880,0.840050,0.831260,0.839420,0.839420,0
2005-10-04,0.839350,0.839700,0.837030,0.839000,0.839000,0
2005-10-05,0.839070,0.839140,0.832570,0.832500,0.832500,0
2005-10-06,0.832640,0.833130,0.819340,0.821560,0.821560,0
2005-10-07,0.821760,0.826240,0.821020,0.824400,0.824400,0
2005-10-10,0.825350,0.830220,0.822910,0.829940,0.829940,0
2005-10-11,0.829670,0.834650,0.829390,0.834380,0.834380,0
2005-10-12,0.834450,0.836260,0.830080,0.831390,0.831390,0
2005-10-13,0.831600,0.839000,0.830770,0.832020,0.832020,0
2005-10-14,0.832150,0.834380,0.826100,0.828020,0.828020,0
2005-10-17,0.828500,0.832640,0.825010,0.832570,0.832570,0
2005-10-18,0.832430,0.838720,0.832090,0.836470,0.836470,0
2005-10-19,0.836650,0.841610,0.833190,0.835140,0.835140,0
2005-10-20,0.835350,0.836540,0.831600,0.832090,0.832090,0
2005-10-21,0.832020,0.837800,0.828160,0.836540,0.836540,0
2005-10-24,0.837170,0.838570,0.832090,0.835000,0.835000,0
2005-10-25,0.835000,0.837380,0.825290,0.825630,0.825630,0
2005-10-26,0.825700,0.829320,0.823960,0.828980,0.828980,0
2005-10-27,0.829320,0.829940,0.821560,0.823520,0.823520,0
2005-10-28,0.823320,0.829600,0.821790,0.828430,0.828430,0
2005-10-31,0.828840,0.835110,0.827200,0.834100,0.834100,0
2005-11-01,0.834100,0.834930,0.830560,0.831670,0.831670,0
2005-11-02,0.831740,0.833960,0.827810,0.828670,0.828670,0
2005-11-03,0.828710,0.837590,0.827810,0.836680,0.836680,0
2005-11-04,0.837030,0.846880,0.834030,0.846520,0.846520,0
2005-11-07,0.846960,0.849000,0.845310,0.847960,0.847960,0
2005-11-08,0.848180,0.853680,0.847820,0.849760,0.849760,0
2005-11-09,0.849690,0.852880,0.848250,0.849040,0.849040,0
2005-11-10,0.849260,0.856600,0.848180,0.856490,0.856490,0
2005-11-11,0.856530,0.856530,0.851790,0.852150,0.852150,0
2005-11-14,0.852080,0.857410,0.849400,0.855290,0.855290,0
2005-11-15,0.855290,0.858480,0.852010,0.852370,0.852370,0
2005-11-16,0.852440,0.858440,0.852370,0.856380,0.856380,0
2005-11-17,0.856090,0.858480,0.850230,0.851210,0.851210,0
2005-11-18,0.851140,0.856900,0.848750,0.849180,0.849180,0
2005-11-21,0.849260,0.853210,0.845020,0.852010,0.852010,0
2005-11-22,0.852080,0.855400,0.845740,0.846450,0.846450,0
2005-11-23,0.846560,0.849690,0.843380,0.846880,0.846880,0
2005-11-24,0.846740,0.849180,0.845810,0.848820,0.848820,0
2005-11-25,0.848930,0.853750,0.848930,0.852880,0.852880,0
2005-11-28,0.854040,0.855720,0.841400,0.843880,0.843880,0
2005-11-29,0.843880,0.851430,0.843100,0.849760,0.849760,0
2005-11-30,0.849760,0.850410,0.847310,0.847100,0.847100,0
2005-12-01,0.847530,0.855140,0.847460,0.851640,0.851640,0
2005-12-02,0.851640,0.857040,0.851570,0.853320,0.853320,0
2005-12-05,0.853240,0.855360,0.846100,0.848390,0.848390,0
2005-12-06,0.848500,0.850300,0.846880,0.847600,0.847600,0
2005-12-07,0.847570,0.854120,0.847530,0.853390,0.853390,0
2005-12-08,0.853320,0.854040,0.844020,0.846520,0.846520,0
2005-12-09,0.846100,0.849550,0.844810,0.846450,0.846450,0
2005-12-12,0.847820,0.847850,0.834590,0.836400,0.836400,0
2005-12-13,0.836680,0.839420,0.834650,0.836890,0.836890,0
2005-12-14,0.836890,0.836960,0.829390,0.835140,0.835140,0
2005-12-15,0.834720,0.837520,0.830700,0.835630,0.835630,0
2005-12-16,0.835560,0.837240,0.831320,0.832360,0.832360,0
2005-12-19,0.830840,0.834860,0.830630,0.832850,0.832850,0
2005-12-20,0.832780,0.844310,0.832360,0.842110,0.842110,0
2005-12-21,0.841890,0.847130,0.839770,0.845020,0.845020,0
2005-12-22,0.845240,0.846310,0.840620,0.842250,0.842250,0
2005-12-23,0.842250,0.844810,0.841260,0.842320,0.842320,0
2005-12-26,0.843030,0.844880,0.840480,0.844740,0.844740,0
2005-12-27,0.844810,0.845490,0.842030,0.843450,0.843450,0
2005-12-28,0.843530,0.846240,0.838150,0.844020,0.844020,0
2005-12-29,0.843950,0.845880,0.842030,0.843880,0.843880,0
2005-12-30,0.843950,0.848680,0.841040,0.844520,0.844520,0
2006-01-02,0.844450,0.846380,0.842820,0.846240,0.846240,0
2006-01-03,0.846240,0.846240,0.830910,0.831050,0.831050,0
2006-01-04,0.831190,0.831320,0.823590,0.825630,0.825630,0
2006-01-05,0.825490,0.828360,0.824950,0.825970,0.825970,0
2006-01-06,0.826100,0.827400,0.821420,0.822770,0.822770,0
2006-01-09,0.823720,0.829320,0.822710,0.828160,0.828160,0
2006-01-10,0.828160,0.830500,0.826040,0.828910,0.828910,0
2006-01-11,0.828910,0.830010,0.823380,0.823790,0.823790,0
2006-01-12,0.823720,0.832430,0.822300,0.830220,0.830220,0
2006-01-13,0.830560,0.830980,0.823250,0.823520,0.823520,0
2006-01-16,0.822030,0.825760,0.821630,0.825350,0.825350,0
2006-01-17,0.825290,0.829600,0.823660,0.825870,0.825870,0
2006-01-18,0.825830,0.827990,0.822770,0.825900,0.825900,0
2006-01-19,0.825970,0.829050,0.825010,0.827060,0.827060,0
2006-01-20,0.827130,0.829320,0.823590,0.823990,0.823990,0
2006-01-23,0.821830,0.821830,0.811620,0.812740,0.812740,0
2006-01-24,0.812740,0.815430,0.812480,0.815330,0.815330,0
2006-01-25,0.815260,0.816990,0.811660,0.816660,0.816660,0
2006-01-26,0.816590,0.819540,0.815130,0.818670,0.818670,0
2006-01-27,0.818600,0.827060,0.817590,0.826860,0.826860,0
2006-01-30,0.826040,0.828500,0.825490,0.827400,0.827400,0
2006-01-31,0.827400,0.827610,0.820710,0.823150,0.823150,0
2006-02-01,0.823110,0.829600,0.822030,0.828710,0.828710,0
2006-02-02,0.828780,0.830630,0.826040,0.827540,0.827540,0
2006-02-03,0.827540,0.835070,0.825830,0.831460,0.831460,0
2006-02-06,0.831190,0.836820,0.830360,0.835910,0.835910,0
2006-02-07,0.836050,0.836610,0.832430,0.833820,0.833820,0
2006-02-08,0.833890,0.838400,0.833750,0.835770,0.835770,0
2006-02-09,0.835700,0.836680,0.833680,0.833750,0.833750,0
2006-02-10,0.833260,0.840690,0.831670,0.839840,0.839840,0
2006-02-13,0.840270,0.841470,0.839070,0.839490,0.839490,0
2006-02-14,0.839490,0.842740,0.838640,0.839210,0.839210,0
2006-02-15,0.839210,0.842000,0.836890,0.841330,0.841330,0
2006-02-16,0.841610,0.843670,0.839560,0.839840,0.839840,0
2006-02-17,0.839770,0.843030,0.837380,0.837380,0.837380,0
2006-02-20,0.836860,0.838290,0.835070,0.837940,0.837940,0
2006-02-21,0.837870,0.840550,0.837730,0.838930,0.838930,0
2006-02-22,0.838930,0.842530,0.838220,0.839210,0.839210,0
2006-02-23,0.839420,0.840690,0.835560,0.838790,0.838790,0
2006-02-24,0.838640,0.842670,0.838080,0.841890,0.841890,0
2006-02-27,0.844310,0.845170,0.841960,0.843880,0.843880,0
2006-02-28,0.843950,0.844740,0.837490,0.838220,0.838220,0
2006-03-01,0.838290,0.840580,0.835560,0.838930,0.838930,0
2006-03-02,0.839030,0.839240,0.830150,0.830630,0.830630,0
2006-03-03,0.830770,0.832710,0.829880,0.830150,0.830150,0
2006-03-06,0.827370,0.833680,0.826990,0.832220,0.832220,0
2006-03-07,0.831950,0.842350,0.831810,0.841040,0.841040,0
2006-03-08,0.840900,0.842030,0.837590,0.838430,0.838430,0
2006-03-09,0.838360,0.840190,0.836960,0.840050,0.840050,0
2006-03-10,0.840270,0.842670,0.838290,0.839560,0.839560,0
2006-03-13,0.838720,0.838890,0.835490,0.835630,0.835630,0
2006-03-14,0.835630,0.837240,0.831320,0.832020,0.832020,0
2006-03-15,0.832150,0.832540,0.828090,0.828430,0.828430,0
2006-03-16,0.828360,0.830630,0.820340,0.821360,0.821360,0
2006-03-17,0.821290,0.822980,0.819400,0.820210,0.820210,0
2006-03-20,0.820950,0.822840,0.820010,0.822170,0.822170,0
2006-03-21,0.822500,0.827680,0.822300,0.825900,0.825900,0
2006-03-22,0.826040,0.828500,0.825900,0.827880,0.827880,0
2006-03-23,0.827750,0.836260,0.827750,0.835280,0.835280,0
2006-03-24,0.835560,0.836330,0.830010,0.830910,0.830910,0
2006-03-27,0.831050,0.832850,0.829320,0.832570,0.832570,0
2006-03-28,0.832290,0.833540,0.826170,0.832570,0.832570,0
2006-03-29,0.832710,0.834310,0.829880,0.831190,0.831190,0
2006-03-30,0.831260,0.831460,0.821360,0.821830,0.821830,0
2006-03-31,0.821830,0.827160,0.821290,0.825420,0.825420,0
2006-04-03,0.825010,0.830700,0.823110,0.823790,0.823790,0
2006-04-04,0.823930,0.824670,0.814600,0.815660,0.815660,0
2006-04-05,0.815590,0.816530,0.812550,0.813800,0.813800,0
2006-04-06,0.813930,0.819540,0.811100,0.818730,0.818730,0
2006-04-07,0.818670,0.827470,0.818330,0.826790,0.826790,0
2006-04-10,0.825700,0.827610,0.824470,0.825630,0.825630,0
2006-04-11,0.825630,0.826720,0.822770,0.823180,0.823180,0
2006-04-12,0.823250,0.827950,0.821760,0.825490,0.825490,0
2006-04-13,0.825420,0.827880,0.824200,0.825350,0.825350,0
2006-04-14,0.825350,0.826380,0.825220,0.825630,0.825630,0
2006-04-17,0.824470,0.824470,0.813800,0.816060,0.816060,0
2006-04-18,0.816190,0.817800,0.808410,0.808600,0.808600,0
2006-04-19,0.808600,0.813470,0.806780,0.807880,0.807880,0
2006-04-20,0.807820,0.813140,0.807750,0.812410,0.812410,0
2006-04-21,0.812410,0.814860,0.809320,0.810310,0.810310,0
2006-04-24,0.808080,0.810240,0.805540,0.807170,0.807170,0
2006-04-25,0.807230,0.808510,0.803990,0.804570,0.804570,0
2006-04-26,0.804570,0.807100,0.801920,0.803280,0.803280,0
2006-04-27,0.803210,0.805610,0.797070,0.797960,0.797960,0
2006-04-28,0.797960,0.798400,0.791260,0.791390,0.791390,0
2006-05-01,0.792080,0.795800,0.788150,0.794910,0.794910,0
2006-05-02,0.794910,0.796050,0.789580,0.792580,0.792580,0
2006-05-03,0.792710,0.793780,0.789330,0.792200,0.792200,0
2006-05-04,0.792270,0.795040,0.786230,0.787340,0.787340,0
2006-05-05,0.787280,0.788800,0.783510,0.785670,0.785670,0
2006-05-08,0.785360,0.787590,0.782170,0.787220,0.787220,0
2006-05-09,0.787220,0.789450,0.782780,0.783270,0.783270,0
2006-05-10,0.783270,0.784070,0.779850,0.782810,0.782810,0
2006-05-11,0.782660,0.787650,0.777300,0.778090,0.778090,0
2006-05-12,0.777850,0.778450,0.772560,0.773400,0.773400,0
2006-05-15,0.770830,0.782350,0.770830,0.781860,0.781860,0
2006-05-16,0.782110,0.782630,0.777240,0.778210,0.778210,0
2006-05-17,0.778150,0.786910,0.774170,0.784810,0.784810,0
2006-05-18,0.784740,0.785420,0.776880,0.778150,0.778150,0
2006-05-19,0.778330,0.787280,0.777600,0.783270,0.783270,0
2006-05-22,0.783210,0.787220,0.776280,0.778030,0.778030,0
2006-05-23,0.778330,0.782960,0.776580,0.782290,0.782290,0
2006-05-24,0.782170,0.785180,0.775920,0.782840,0.782840,0
2006-05-25,0.782900,0.784280,0.779790,0.780640,0.780640,0
2006-05-26,0.780700,0.786910,0.779700,0.784990,0.784990,0
2006-05-29,0.784930,0.785110,0.783150,0.784250,0.784250,0
2006-05-30,0.784190,0.784440,0.774890,0.777300,0.777300,0
2006-05-31,0.777240,0.780700,0.775190,0.780270,0.780270,0
2006-06-01,0.780270,0.785670,0.779910,0.780580,0.780580,0
2006-06-02,0.780520,0.781220,0.772920,0.774110,0.774110,0
2006-06-05,0.773690,0.775190,0.770620,0.775130,0.775130,0
2006-06-06,0.775190,0.780580,0.773280,0.779910,0.779910,0
2006-06-07,0.779940,0.783270,0.779000,0.781130,0.781130,0
2006-06-08,0.781130,0.791640,0.780700,0.790580,0.790580,0
2006-06-09,0.790580,0.793270,0.788580,0.791080,0.791080,0
2006-06-12,0.792680,0.795420,0.790580,0.794530,0.794530,0
2006-06-13,0.794470,0.797830,0.792900,0.797070,0.797070,0
2006-06-14,0.797070,0.797380,0.791080,0.793080,0.793080,0
2006-06-15,0.793020,0.794090,0.790580,0.791140,0.791140,0
2006-06-16,0.791170,0.792270,0.789140,0.790830,0.790830,0
2006-06-19,0.791260,0.796400,0.790890,0.794910,0.794910,0
2006-06-20,0.794910,0.797130,0.792640,0.794340,0.794340,0
2006-06-21,0.794280,0.794280,0.788770,0.789830,0.789830,0
2006-06-22,0.789830,0.796370,0.788710,0.794600,0.794600,0
2006-06-23,0.794660,0.800900,0.794410,0.798470,0.798470,0
2006-06-26,0.799420,0.799550,0.793710,0.794340,0.794340,0
2006-06-27,0.794160,0.795730,0.792460,0.795610,0.795610,0
2006-06-28,0.795540,0.798590,0.794530,0.797070,0.797070,0
2006-06-29,0.797070,0.798530,0.789270,0.789640,0.789640,0
2006-06-30,0.789700,0.789890,0.781560,0.782290,0.782290,0
2006-07-03,0.781920,0.783390,0.779970,0.781190,0.781190,0
2006-07-04,0.781190,0.782350,0.779910,0.781860,0.781860,0
2006-07-05,0.781740,0.786720,0.779030,0.785300,0.785300,0
2006-07-06,0.785330,0.785980,0.782290,0.782720,0.782720,0
2006-07-07,0.782660,0.783150,0.777970,0.779790,0.779790,0
2006-07-10,0.780700,0.785790,0.780400,0.784620,0.784620,0
2006-07-11,0.784740,0.786780,0.782530,0.783240,0.783240,0
2006-07-12,0.783150,0.788490,0.782630,0.786660,0.786660,0
2006-07-13,0.786470,0.789200,0.785550,0.787590,0.787590,0
2006-07-14,0.787530,0.791770,0.787530,0.790890,0.790890,0
2006-07-17,0.791200,0.799110,0.791080,0.798850,0.798850,0
2006-07-18,0.798790,0.800930,0.796370,0.799870,0.799870,0
2006-07-19,0.799870,0.802180,0.793150,0.793710,0.793710,0
2006-07-20,0.793650,0.794160,0.790330,0.791580,0.791580,0
2006-07-21,0.791450,0.791640,0.786970,0.787030,0.787030,0
2006-07-24,0.786970,0.792770,0.786970,0.792140,0.792140,0
2006-07-25,0.792240,0.795730,0.789270,0.794660,0.794660,0
2006-07-26,0.794660,0.795920,0.785850,0.786600,0.786600,0
2006-07-27,0.786660,0.788270,0.783150,0.787650,0.787650,0
2006-07-28,0.787710,0.789700,0.783090,0.784250,0.784250,0
2006-07-31,0.783390,0.784560,0.782350,0.782840,0.782840,0
2006-08-01,0.782840,0.785980,0.779360,0.780030,0.780030,0
2006-08-02,0.780120,0.782350,0.779120,0.781740,0.781740,0
2006-08-03,0.781770,0.784500,0.779360,0.781310,0.781310,0
2006-08-04,0.781250,0.782470,0.774650,0.776460,0.776460,0
2006-08-07,0.776160,0.780580,0.775550,0.780090,0.780090,0
2006-08-08,0.780090,0.782530,0.776100,0.783270,0.783270,0
2006-08-09,0.782900,0.782900,0.775190,0.776700,0.776700,0
2006-08-10,0.776850,0.784130,0.774590,0.781680,0.781680,0
2006-08-11,0.781740,0.786100,0.781190,0.785850,0.785850,0
2006-08-14,0.785300,0.786600,0.783580,0.785980,0.785980,0
2006-08-15,0.786040,0.786720,0.781070,0.781800,0.781800,0
2006-08-16,0.781920,0.782780,0.777360,0.778630,0.778630,0
2006-08-17,0.778690,0.780340,0.775980,0.779300,0.779300,0
2006-08-18,0.779420,0.782200,0.778540,0.779540,0.779540,0
2006-08-21,0.778880,0.779060,0.772980,0.776820,0.776820,0
2006-08-22,0.776880,0.782010,0.776220,0.780520,0.780520,0
2006-08-23,0.780520,0.782470,0.778420,0.782410,0.782410,0
2006-08-24,0.782230,0.783940,0.778880,0.783580,0.783580,0
2006-08-25,0.783580,0.785360,0.782290,0.783880,0.783880,0
2006-08-28,0.783640,0.783880,0.780090,0.781710,0.781710,0
2006-08-29,0.781650,0.784130,0.778880,0.779480,0.779480,0
2006-08-30,0.779480,0.780400,0.778270,0.778760,0.778760,0
2006-08-31,0.778850,0.781860,0.776520,0.780700,0.780700,0
2006-09-01,0.780700,0.783700,0.778510,0.779060,0.779060,0
2006-09-04,0.778030,0.778630,0.776640,0.777790,0.777790,0
2006-09-05,0.777790,0.781250,0.777300,0.779790,0.779790,0
2006-09-06,0.779850,0.782840,0.779300,0.780090,0.780090,0
2006-09-07,0.779970,0.786750,0.779420,0.785420,0.785420,0
2006-09-08,0.785480,0.789890,0.784990,0.789080,0.789080,0
2006-09-11,0.789080,0.790260,0.785180,0.786780,0.786780,0
2006-09-12,0.786910,0.788740,0.785480,0.787710,0.787710,0
2006-09-13,0.787960,0.789200,0.786600,0.787590,0.787590,0
2006-09-14,0.787590,0.788710,0.784220,0.785980,0.785980,0
2006-09-15,0.785980,0.791360,0.785110,0.790450,0.790450,0
2006-09-18,0.790950,0.791450,0.786720,0.786970,0.786970,0
2006-09-19,0.786840,0.790330,0.785730,0.788830,0.788830,0
2006-09-20,0.788710,0.789390,0.786100,0.788150,0.788150,0
2006-09-21,0.788210,0.788300,0.781250,0.782410,0.782410,0
2006-09-22,0.782350,0.782660,0.779420,0.781250,0.781250,0
2006-09-25,0.781680,0.785180,0.780030,0.784620,0.784620,0
2006-09-26,0.784380,0.789450,0.783580,0.788210,0.788210,0
2006-09-27,0.788150,0.788950,0.786530,0.787030,0.787030,0
2006-09-28,0.786970,0.788390,0.785360,0.787180,0.787180,0
2006-09-29,0.787000,0.790890,0.786470,0.789760,0.789760,0
2006-10-02,0.788640,0.789580,0.783760,0.784810,0.784810,0
2006-10-03,0.784810,0.786040,0.783330,0.785240,0.785240,0
2006-10-04,0.785180,0.789140,0.784990,0.786600,0.786600,0
2006-10-05,0.786470,0.788860,0.785850,0.787680,0.787680,0
2006-10-06,0.787650,0.795100,0.787590,0.793400,0.793400,0
2006-10-09,0.794220,0.794410,0.792770,0.793590,0.793590,0
2006-10-10,0.793590,0.798470,0.792860,0.797960,0.797960,0
2006-10-11,0.797960,0.799620,0.796370,0.798470,0.798470,0
2006-10-12,0.798400,0.798790,0.795730,0.796180,0.796180,0
2006-10-13,0.796110,0.800770,0.794980,0.799680,0.799680,0
